Incident_ID,Incident_Text,Disaster_Type,Severity,Rainfall_mm,Humidity_percent,WindSpeed_kmph,Temperature_C,AQI,RiskScore
INC-10797,"High temperatures and dry conditions fueled a wildfire near Lagos that burned through 135913 hectares of protected forest, threatening wildlife habitats in the Heritage Zone reserve.",Wildfire,Medium,42.2,49,41,30.2,49.5,58.1
INC-10798,"Post-cyclone assessments in Chengdu revealed 69494 buildings destroyed and 53175 damaged, with relief operations underway across the Industrial Corridor coastline following the storm's passage.",Cyclone,High,253.3,98.9,165.7,43.6,313.6,74.2
INC-10799,"Emergency services responded to a building collapse in Surabaya after heavy rains undermined foundations, extracting 41557 survivors from the wreckage over 10 hours.",Building Collapse,Low,36,44.4,13.8,34.1,55.4,17.4
INC-10800,"A chemical leak at an industrial facility in Auckland released nitric acid into the atmosphere, prompting the evacuation of 90956 residents within a 7-kilometer radius.",Chemical Leak,Medium,50.6,61.8,46.9,24.3,99.3,67.3
INC-10801,"Emergency responders in Perth reported tsunami surges of 4.5 meters flooding low-lying areas, displacing approximately 161012 residents from their homes.",Tsunami,High,331.4,85.1,121.1,29.9,434.3,86.3
INC-10802,"Geologists warned of further instability after a landslide near Nairobi displaced 3502 cubic meters of material, cutting off 168688 villagers from relief supplies.",Landslide,Low,18.4,43.3,35.9,24.9,70.7,28.6
INC-10803,"The Arabian Fault ruptured near Caracas in a 4.6-magnitude earthquake, injuring 176475 people and prompting authorities to inspect 16461 bridges for structural damage.",Earthquake,Medium,141.5,55.7,55.6,15.9,78.8,43.8
INC-10804,"Overflowing riverbanks near Bandung caused catastrophic flooding across the River Delta valley, submerging 151058 hectares of cropland and disrupting road networks for 56 days.",Flood,High,144.4,67.8,155.3,24.8,303.3,80.2
INC-10805,"Firefighters battled a 105864-hectare wildfire raging in the Forest Reserve hills near Kolkata, with smoke plumes visible from 40 kilometers away and air quality deteriorating sharply.",Wildfire,Low,43,56.7,8.7,26.3,35.8,7.2
INC-10806,Authorities evacuated 198227 people from low-lying areas as Cyclone Sitrang approached Delhi with sustained winds of 156 kmph and heavy rainfall forecast over the next 93 hours.,Cyclone,Medium,35.6,67,50.7,27.3,141.9,57
INC-10807,"A multi-storey residential building collapsed in Lagos's Forest Reserve district, trapping an estimated 87505 occupants under rubble while rescue teams worked through the night.",Building Collapse,High,187.8,80.9,105.7,24.8,124.9,79.2
INC-10808,Authorities issued health warnings after a pipeline rupture near Santiago caused a formaldehyde spill affecting 190849 square kilometers of the Upper District industrial zone.,Chemical Leak,Low,13.3,51.6,29.4,24.3,17.6,33.8
INC-10809,"Coastal authorities in Guayaquil issued red alerts as tsunami waves of 4.6 meters crashed ashore, destroying 32035 fishing vessels and damaging port infrastructure.",Tsunami,Medium,66.9,49.4,50.9,26.7,124.4,35.2
INC-10810,"Geologists warned of further instability after a landslide near Chengdu displaced 22263 cubic meters of material, cutting off 153028 villagers from relief supplies.",Landslide,High,137.3,89.7,131.4,44.5,454.2,95.9
INC-10811,"Seismologists recorded a 4.0-magnitude tremor beneath Seoul, with aftershocks continuing for 42 hours and rescue teams searching collapsed structures for survivors.",Earthquake,Low,1.3,56.3,5.2,6.2,20.9,34.5
INC-10812,"Overflowing riverbanks near Auckland caused catastrophic flooding across the Industrial Corridor valley, submerging 34424 hectares of cropland and disrupting road networks for 20 days.",Flood,Medium,24.4,48.2,58,26.7,60,46.9
INC-10813,"High temperatures and dry conditions fueled a wildfire near Bangkok that burned through 187938 hectares of protected forest, threatening wildlife habitats in the River Delta reserve.",Wildfire,High,179,79.5,164.6,18.9,434.5,91.6
INC-10814,"Cyclone Yaas made landfall near Quito with wind speeds exceeding 138 kmph, causing widespread destruction across 185534 coastal districts and leaving 71319 residents homeless.",Cyclone,Low,42.1,5.4,15.7,7.8,36.4,8.4
INC-10815,"Emergency services responded to a building collapse in Mumbai after heavy rains undermined foundations, extracting 188150 survivors from the wreckage over 65 hours.",Building Collapse,Medium,106.5,47.1,30.8,20.5,91.1,59.7
INC-10816,Authorities issued health warnings after a pipeline rupture near Osaka caused a benzene spill affecting 8620 square kilometers of the Industrial Corridor industrial zone.,Chemical Leak,High,127.6,66.9,181.7,36.5,482.4,77.2
INC-10817,"A massive tsunami triggered by an offshore earthquake struck Brisbane, with wave heights reaching 3.1 meters and inundating coastal districts for over 78 hours.",Tsunami,Low,47.8,55,12.5,17.4,22,8.8
INC-10818,"A series of landslides struck the mountainous New Township region near Bangkok, with 37087 cubic meters of soil and rock engulfing local farmland and damaging infrastructure.",Landslide,Medium,60,56.7,49.3,29.3,121.1,54.5
INC-10819,"A 6.4-magnitude earthquake struck near Colombo, causing structural damage to 87245 buildings and leaving thousands without power across the Mountain Range district.",Earthquake,High,328.9,85.4,60.4,32.1,264.4,88.1
INC-10820,"The South Valley River breached its embankments near Bogota, unleashing floodwaters that damaged 188469 homes and triggered a state of emergency across 14847 districts.",Flood,Low,1.4,42.1,39,9,35.5,8.1
INC-10821,"A rapidly spreading wildfire consumed 199540 hectares of forest near Santiago, fanned by strong winds and forcing 72741 residents to evacuate surrounding communities.",Wildfire,Medium,77,67.3,61.6,31.7,136.6,65.2
INC-10822,"Post-cyclone assessments in Perth revealed 53001 buildings destroyed and 2372 damaged, with relief operations underway across the Agricultural Belt coastline following the storm's passage.",Cyclone,High,224.3,77.1,182.1,43.6,445.4,79.6
INC-10823,"Structural failure caused a 9-floor commercial complex in Davao to partially collapse, injuring 153896 workers and prompting inspections of 98309 adjacent buildings.",Building Collapse,Low,36.7,15.6,26.4,10.9,10.3,24.3
INC-10824,"A storage tank failure at a chemical plant near Wuhan led to a hydrogen sulfide release, forcing 38109 households to shelter in place for over 12 hours as cleanup operations began.",Chemical Leak,Medium,109.3,68,47.6,24,112.6,39.1
INC-10825,"The national disaster agency confirmed tsunami waves of 4.6 meters hit the Manila coast, sweeping through harbor settlements and forcing 33998 people into emergency shelters.",Tsunami,High,349.9,91.6,190.5,20.9,341,89.9
INC-10826,"Heavy rainfall triggered a landslide in the Lower Zone hills near Santiago, burying approximately 54681 homes under debris and prompting mass evacuations.",Landslide,Low,14.1,10.5,15,28.7,57.8,27.7
INC-10827,"An earthquake measuring 4.7 on the Richter scale jolted Darwin early this morning, with the epicenter traced to the Alpine Fault; emergency services are treating 35343 injured persons.",Earthquake,Medium,65.5,55.2,67.5,34.3,121,69.8
INC-10828,"Overflowing riverbanks near Mumbai caused catastrophic flooding across the Lower Zone valley, submerging 130219 hectares of cropland and disrupting road networks for 18 days.",Flood,High,196.9,76.4,111.3,24.2,467.2,82.7
INC-10829,"Firefighters battled a 14157-hectare wildfire raging in the North Ridge hills near Tehran, with smoke plumes visible from 37 kilometers away and air quality deteriorating sharply.",Wildfire,Low,8.3,39.1,20.5,26.6,16,12.6
INC-10830,"A Category 1 cyclone battered Taipei, bringing storm surges of 8.4 meters and uprooting 170468 trees across the North Ridge region while disrupting power to 14129 homes.",Cyclone,Medium,27.6,40.7,41.8,37.2,145.2,36.1
INC-10831,"Emergency services responded to a building collapse in Davao after heavy rains undermined foundations, extracting 116130 survivors from the wreckage over 92 hours.",Building Collapse,High,167.8,94.5,79.2,39.3,273.5,98.4
INC-10832,"A chemical leak at an industrial facility in Mumbai released nitric acid into the atmosphere, prompting the evacuation of 32198 residents within a 16-kilometer radius.",Chemical Leak,Low,13.8,56.9,22.1,17.7,13,17.9
INC-10833,"The national disaster agency confirmed tsunami waves of 2.7 meters hit the Mumbai coast, sweeping through harbor settlements and forcing 188739 people into emergency shelters.",Tsunami,Medium,33.2,42.2,62.8,20,146.6,49.3
INC-10834,"A series of landslides struck the mountainous Industrial Corridor region near Sydney, with 27254 cubic meters of soil and rock engulfing local farmland and damaging infrastructure.",Landslide,High,242.6,77.4,119.6,27.9,186.3,86
INC-10835,"Seismologists recorded a 3.9-magnitude tremor beneath Delhi, with aftershocks continuing for 57 hours and rescue teams searching collapsed structures for survivors.",Earthquake,Low,3.9,37.2,23.4,29.9,59,29.5
INC-10836,"The North Ridge River breached its embankments near Kathmandu, unleashing floodwaters that damaged 81472 homes and triggered a state of emergency across 43397 districts.",Flood,Medium,80.8,76.6,22.2,32.5,68.9,52
INC-10837,"An uncontrolled wildfire near Shanghai destroyed 65400 structures and scorched 87618 hectares of vegetation, with containment estimated at 87% after 96 days of firefighting efforts.",Wildfire,High,318.1,75.4,176.2,39.7,469.4,85.1
INC-10838,"Cyclone Remal made landfall near Chengdu with wind speeds exceeding 187 kmph, causing widespread destruction across 115135 coastal districts and leaving 89904 residents homeless.",Cyclone,Low,45.4,57.5,10.2,19.5,76.7,7.2
INC-10839,"Structural failure caused a 12-floor commercial complex in Colombo to partially collapse, injuring 114579 workers and prompting inspections of 24088 adjacent buildings.",Building Collapse,Medium,149.4,57.8,20.9,31.3,140.2,66.9
INC-10840,"A storage tank failure at a chemical plant near Bogota led to a ammonia release, forcing 141752 households to shelter in place for over 19 hours as cleanup operations began.",Chemical Leak,High,329.4,96.6,136.4,44.2,115.1,77.8
INC-10841,"Coastal authorities in Hyderabad issued red alerts as tsunami waves of 8.7 meters crashed ashore, destroying 21939 fishing vessels and damaging port infrastructure.",Tsunami,Low,41,8.9,24.1,17,28.2,4.9
INC-10842,"A series of landslides struck the mountainous Central Basin region near Surabaya, with 49329 cubic meters of soil and rock engulfing local farmland and damaging infrastructure.",Landslide,Medium,23.3,61.6,45.1,19.6,113.3,37.2
INC-10843,"Seismologists recorded a 8.5-magnitude tremor beneath Cairo, with aftershocks continuing for 16 hours and rescue teams searching collapsed structures for survivors.",Earthquake,High,251.1,82.7,124.9,37.6,322.4,90.1
INC-10844,"Flash floods swept through Perth following 3mm of rainfall in 24 hours, washing away 67853 vehicles and forcing emergency evacuations in low-lying wards.",Flood,Low,8.9,20.6,36.3,25.7,49.1,23.9
INC-10845,"High temperatures and dry conditions fueled a wildfire near Kolkata that burned through 175693 hectares of protected forest, threatening wildlife habitats in the Old Quarter reserve.",Wildfire,Medium,68.9,61.9,63.2,38.1,87.2,64.2
INC-10846,"Cyclone Nisarga made landfall near Seoul with wind speeds exceeding 130 kmph, causing widespread destruction across 147069 coastal districts and leaving 44404 residents homeless.",Cyclone,High,247.6,65,195.5,43.8,406.3,78.3
INC-10847,"Structural failure caused a 5-floor commercial complex in Seoul to partially collapse, injuring 36084 workers and prompting inspections of 33986 adjacent buildings.",Building Collapse,Low,3.2,21.5,12.5,29.9,51.1,23.3
INC-10848,Authorities issued health warnings after a pipeline rupture near Caracas caused a formaldehyde spill affecting 187413 square kilometers of the Mountain Range industrial zone.,Chemical Leak,Medium,25.7,50.2,53.4,12.8,76.6,69.3
INC-10849,"Emergency responders in Christchurch reported tsunami surges of 7.5 meters flooding low-lying areas, displacing approximately 37967 residents from their homes.",Tsunami,High,312.7,79.6,178.3,29.1,390.2,78.2
INC-10850,"A series of landslides struck the mountainous Eastern Hills region near Quito, with 38567 cubic meters of soil and rock engulfing local farmland and damaging infrastructure.",Landslide,Low,13.6,29.4,19.5,30.4,17.3,8.5
INC-10851,"The North American Fault ruptured near Beijing in a 6.9-magnitude earthquake, injuring 143158 people and prompting authorities to inspect 55436 bridges for structural damage.",Earthquake,Medium,60.5,60.3,54,30.7,135.3,54.2
INC-10852,"Severe monsoon flooding inundated 35378 neighborhoods in Cape Town, with water levels rising 2.4 meters above normal and stranding over 94783 families on rooftops.",Flood,High,112,69,126.4,27.7,385.1,96.7
INC-10853,"High temperatures and dry conditions fueled a wildfire near Beijing that burned through 186003 hectares of protected forest, threatening wildlife habitats in the Urban Core reserve.",Wildfire,Low,24.3,7.7,25.8,24.5,31.1,5.7
INC-10854,"A Category 5 cyclone battered Nairobi, bringing storm surges of 1.9 meters and uprooting 98365 trees across the River Delta region while disrupting power to 89544 homes.",Cyclone,Medium,62.5,57.4,29.7,34.6,142.5,49.4
INC-10855,"A gas explosion triggered the partial collapse of a residential block in Cape Town's New Township neighborhood, leaving 149789 people missing and 59163 displaced from nearby structures.",Building Collapse,High,165.5,92.4,96.1,27.1,239.7,82.8
INC-10856,"Hazmat teams were deployed to contain a methanol leak at a warehouse in Nairobi's Upper District district, with 165888 workers hospitalized due to fume exposure.",Chemical Leak,Low,9.3,14.6,15.3,33.9,65.9,9
INC-10857,"A massive tsunami triggered by an offshore earthquake struck Taipei, with wave heights reaching 7.6 meters and inundating coastal districts for over 9 hours.",Tsunami,Medium,130.7,72.6,35.1,33.9,110.3,66.9
